variant_id,pattern_id,category,difficulty,metadata_compiler_fixable,slow_ms_O0,fast_ms_O0,speedup_O0,resistant_O0,slow_ms_O2,fast_ms_O2,speedup_O2,resistant_O2,slow_ms_O3,fast_ms_O3,speedup_O3,resistant_O3,slow_ms_O3_fast_math,fast_ms_O3_fast_math,speedup_O3_fast_math,resistant_O3_fast_math,slow_ms_O3_lto,fast_ms_O3_lto,speedup_O3_lto,resistant_O3_lto
COMP_v035,COMP,Composed,hard,False,13.778,1.701,8.1,True,16.744,1.207,13.87,True,15.184,1.265,12.0,True,15.738,0.237,66.41,True,16.605,1.339,12.4,True
COMP_v036,COMP,Composed,hard,False,255.177,0.888,287.36,True,265.6,0.644,412.42,True,244.812,0.631,387.97,True,244.556,0.202,1210.67,True,236.596,0.626,377.95,True
COMP_v037,COMP,Composed,hard,False,19.294,0.838,23.02,True,18.165,0.065,279.46,True,14.99,0.042,356.9,True,15.286,0.041,372.83,True,14.584,0.043,339.16,True
COMP_v038,COMP,Composed,hard,False,734.367,11.029,66.59,True,635.857,3.162,201.09,True,644.681,3.191,202.03,True,607.977,2.964,205.12,True,606.807,3.16,192.03,True
COMP_v039,COMP,Composed,hard,False,690.418,10.464,65.98,True,646.078,3.397,190.19,True,640.487,3.153,203.14,True,566.754,3.098,182.94,True,601.213,3.318,181.2,True
COMP_v040,COMP,Composed,hard,False,3.073,0.051,60.25,True,0.832,0.004,208.0,True,0.874,0.004,218.5,True,0.916,0.003,305.33,True,0.803,0.003,267.67,True
COMP_v041,COMP,Composed,hard,False,23.294,0.341,68.31,True,18.549,0.119,155.87,True,13.967,0.119,117.37,True,,,,,14.833,0.127,116.8,True
COMP_v042,COMP,Composed,hard,False,2.652,0.052,51.0,True,0.902,0.003,300.67,True,0.817,0.003,272.33,True,0.868,0.003,289.33,True,0.891,0.003,297.0,True
COMP_v043,COMP,Composed,hard,False,267.072,1.391,192.0,True,244.031,0.73,334.29,True,235.73,0.616,382.68,True,224.324,0.076,2951.63,True,227.095,0.637,356.51,True
COMP_v044,COMP,Composed,hard,False,20.556,2.074,9.91,True,19.646,1.444,13.61,True,19.239,1.404,13.7,True,16.88,0.438,38.54,True,19.675,1.386,14.2,True
COMP_v045,COMP,Composed,hard,False,249.963,0.89,280.86,True,232.823,0.614,379.19,True,224.932,0.634,354.78,True,210.758,0.137,1538.38,True,241.14,0.602,400.56,True
COMP_v046,COMP,Composed,hard,False,51.07,0.729,70.05,True,45.527,0.058,784.95,True,47.096,0.083,567.42,True,41.869,0.055,761.25,True,43.45,0.066,658.33,True
COMP_v047,COMP,Composed,hard,False,54.939,0.972,56.52,True,45.98,0.593,77.54,True,48.977,0.575,85.18,True,44.57,0.069,645.94,True,43.353,0.564,76.87,True
COMP_v048,COMP,Composed,hard,False,689.06,6.636,103.84,True,619.075,1.532,404.1,True,588.768,1.523,386.58,True,587.415,1.656,354.72,True,618.953,1.528,405.07,True
COMP_v049,COMP,Composed,hard,False,87.855,2.295,38.28,True,74.529,0.585,127.4,True,71.792,0.597,120.25,True,72.072,0.164,439.46,True,71.702,0.631,113.63,True
COMP_v050,COMP,Composed,hard,False,26.462,9.079,2.91,True,14.954,2.062,7.25,True,13.887,1.649,8.42,True,13.835,1.654,8.36,True,13.746,1.712,8.03,True
COMP_v051,COMP,Composed,hard,False,671.207,6.429,104.4,True,588.372,1.478,398.09,True,620.582,1.505,412.35,True,600.85,1.515,396.6,True,569.258,1.375,414.01,True
COMP_v052,COMP,Composed,hard,False,26.33,9.497,2.77,True,13.98,1.731,8.08,True,14.369,1.65,8.71,True,14.075,1.76,8.0,True,14.536,1.8,8.08,True
COMP_v053,COMP,Composed,hard,False,81.721,1.278,63.94,True,76.797,0.082,936.55,True,75.268,0.082,917.9,True,75.174,0.087,864.07,True,73.337,0.089,824.01,True
COMP_v054,COMP,Composed,hard,False,256.864,0.745,344.78,True,210.068,0.059,3560.47,True,206.941,0.061,3392.48,True,213.977,0.059,3626.73,True,228.576,0.061,3747.15,True
COMP_v055,COMP,Composed,hard,False,48.782,0.923,52.85,True,45.574,0.563,80.95,True,43.588,0.573,76.07,True,42.676,0.066,646.61,True,41.268,0.54,76.42,True
COMP_v056,COMP,Composed,hard,False,2.339,0.049,47.73,True,0.905,0.004,226.25,True,0.874,0.004,218.5,True,0.827,0.003,275.67,True,0.843,0.003,281.0,True
COMP_v057,COMP,Composed,hard,False,687.901,6.785,101.39,True,570.615,1.46,390.83,True,661.32,1.527,433.08,True,579.427,1.611,359.67,True,581.257,1.6,363.29,True
COMP_v058,COMP,Composed,hard,False,12.042,1.357,8.87,True,14.166,0.165,85.85,True,17.054,0.268,63.63,True,15.452,0.231,66.89,True,12.779,0.158,80.88,True
COMP_v059,COMP,Composed,hard,False,18.787,1.109,16.94,True,14.739,0.301,48.97,True,14.185,0.3,47.28,True,14.694,0.041,358.39,True,14.144,0.299,47.3,True
COMP_v060,COMP,Composed,hard,False,20.051,0.809,24.78,True,15.876,0.039,407.08,True,13.079,0.037,353.49,True,14.661,0.044,333.2,True,14.36,0.049,293.06,True
COMP_v061,COMP,Composed,hard,False,677.472,6.51,104.07,True,586.105,1.823,321.51,True,566.053,1.446,391.46,True,567.067,1.401,404.76,True,568.639,1.38,412.06,True
COMP_v062,COMP,Composed,hard,False,47.228,0.712,66.33,True,41.565,0.056,742.23,True,41.569,0.058,716.71,True,41.004,0.052,788.54,True,38.486,0.052,740.12,True
COMP_v063,COMP,Composed,hard,False,15.167,1.613,9.4,True,15.934,0.234,68.09,True,13.653,0.14,97.52,True,13.829,0.143,96.71,True,16.319,0.26,62.77,True
COMP_v064,COMP,Composed,hard,False,23.202,8.316,2.79,True,16.053,2.079,7.72,True,14.456,1.87,7.73,True,13.529,1.68,8.05,True,14.55,1.726,8.43,True
COMP_v065,COMP,Composed,hard,False,12.168,6.344,1.92,False,7.933,1.127,7.04,True,6.267,0.706,8.88,True,6.59,0.641,10.28,True,6.274,0.761,8.24,True
COMP_v066,COMP,Composed,hard,False,18.775,0.806,23.29,True,13.259,0.06,220.98,True,12.747,0.037,344.51,True,14.397,0.039,369.15,True,13.058,0.036,362.72,True
COMP_v067,COMP,Composed,hard,False,22.801,8.295,2.75,True,13.219,1.642,8.05,True,12.958,1.647,7.87,True,13.689,1.723,7.94,True,14.027,1.768,7.93,True
COMP_v068,COMP,Composed,hard,False,2.087,0.047,44.4,True,0.863,0.007,123.29,True,0.827,0.006,137.83,True,0.796,0.005,159.2,True,0.899,0.007,128.43,True
COMP_v069,COMP,Composed,hard,False,50.151,0.887,56.54,True,44.443,0.655,67.85,True,44.494,0.563,79.03,True,45.137,0.067,673.69,True,49.137,0.588,83.57,True
COMP_v070,COMP,Composed,hard,False,240.423,0.89,270.14,True,212.121,0.549,386.38,True,220.113,0.599,367.47,True,220.165,0.129,1706.71,True,236.972,0.589,402.33,True
COMP_v071,COMP,Composed,hard,False,12.358,6.38,1.94,False,8.18,0.664,12.32,True,6.785,1.294,5.24,True,7.144,0.671,10.65,True,6.697,1.687,3.97,True
COMP_v072,COMP,Composed,hard,False,653.195,6.519,100.2,True,605.904,1.486,407.74,True,598.179,1.825,327.77,True,569.48,1.545,368.6,True,590.649,1.552,380.57,True
COMP_v073,COMP,Composed,hard,False,18.448,0.808,22.83,True,15.084,0.044,342.82,True,13.437,0.044,305.39,True,14.042,0.04,351.05,True,13.391,0.042,318.83,True
COMP_v074,COMP,Composed,hard,False,18.756,0.93,20.17,True,13.917,0.293,47.5,True,15.095,0.31,48.69,True,13.778,0.114,120.86,True,13.66,0.289,47.27,True
COMP_v075,COMP,Composed,hard,False,682.459,7.21,94.65,True,583.081,1.537,379.36,True,576.362,1.398,412.28,True,592.129,1.833,323.04,True,596.015,1.453,410.2,True
COMP_v076,COMP,Composed,hard,False,2.247,0.05,44.94,True,0.912,0.003,304.0,True,0.86,0.003,286.67,True,0.869,0.003,289.67,True,1.41,0.005,282.0,True
COMP_v077,COMP,Composed,hard,False,265.583,0.989,268.54,True,209.484,0.057,3675.16,True,214.668,0.063,3407.43,True,211.105,0.06,3518.42,True,228.883,0.058,3946.26,True
COMP_v078,COMP,Composed,hard,False,53.154,1.045,50.87,True,43.833,0.582,75.31,True,46.248,0.573,80.71,True,42.27,0.069,612.61,True,43.554,0.563,77.36,True
COMP_v079,COMP,Composed,hard,False,18.935,1.219,15.53,True,13.687,0.438,31.25,True,13.507,0.437,30.91,True,15.689,0.082,191.33,True,13.969,0.473,29.53,True
COMP_v080,COMP,Composed,hard,False,268.979,0.803,334.97,True,221.135,0.059,3748.05,True,208.948,0.062,3370.13,True,215.167,0.06,3586.12,True,222.449,0.064,3475.77,True
COMP_v081,COMP,Composed,hard,False,2.745,0.05,54.9,True,0.957,0.003,319.0,True,0.831,0.003,277.0,True,0.801,0.003,267.0,True,0.856,0.003,285.33,True
COMP_v082,COMP,Composed,hard,False,678.848,6.59,103.01,True,584.168,1.405,415.78,True,583.275,1.553,375.58,True,588.316,1.564,376.16,True,585.837,1.519,385.67,True
COMP_v083,COMP,Composed,hard,False,2.257,0.051,44.25,True,0.876,0.006,146.0,True,0.939,0.009,104.33,True,0.838,0.006,139.67,True,0.887,0.007,126.71,True
COMP_v084,COMP,Composed,hard,False,2.202,0.051,43.18,True,0.989,0.003,329.67,True,0.861,0.003,287.0,True,0.831,0.003,277.0,True,0.887,0.003,295.67,True
COMP_v085,COMP,Composed,hard,False,18.437,1.067,17.28,True,14.983,0.495,30.27,True,13.49,0.44,30.66,True,14.715,0.081,181.67,True,15.269,0.543,28.12,True
COMP_v086,COMP,Composed,hard,False,2.092,0.047,44.51,True,0.918,0.003,306.0,True,0.834,0.003,278.0,True,0.801,0.003,267.0,True,0.883,0.003,294.33,True
COMP_v087,COMP,Composed,hard,False,661.012,6.803,97.16,True,593.64,1.577,376.44,True,584.336,1.485,393.49,True,610.098,1.509,404.31,True,576.892,1.528,377.55,True
COMP_v088,COMP,Composed,hard,False,251.654,0.956,263.24,True,212.854,0.065,3274.68,True,203.819,0.06,3396.98,True,207.733,0.059,3520.9,True,233.618,0.055,4247.6,True
COMP_v089,COMP,Composed,hard,False,257.231,0.924,278.39,True,225.393,0.575,391.99,True,246.008,0.603,407.97,True,209.028,0.143,1461.73,True,239.884,0.614,390.69,True
COMP_v090,COMP,Composed,hard,False,48.898,0.927,52.75,True,42.58,0.596,71.44,True,39.739,0.57,69.72,True,40.191,0.129,311.56,True,41.859,0.585,71.55,True
COMP_v091,COMP,Composed,hard,False,47.65,0.687,69.36,True,42.025,0.057,737.28,True,42.385,0.057,743.6,True,41.78,0.058,720.34,True,40.081,0.074,541.64,True
COMP_v092,COMP,Composed,hard,False,689.577,10.377,66.45,True,579.286,3.168,182.86,True,577.013,2.943,196.06,True,579.804,3.151,184.01,True,598.052,2.843,210.36,True
COMP_v093,COMP,Composed,hard,False,21.907,1.31,16.72,True,15.397,0.488,31.55,True,13.587,0.445,30.53,True,13.694,0.079,173.34,True,13.273,0.42,31.6,True
COMP_v094,COMP,Composed,hard,False,19.456,1.34,14.52,True,14.162,0.456,31.06,True,14.2,0.79,17.97,True,14.293,0.078,183.24,True,12.617,0.399,31.62,True
COMP_v095,COMP,Composed,hard,False,12.15,1.378,8.82,True,15.76,0.22,71.64,True,13.877,0.198,70.09,True,14.831,0.187,79.31,True,13.644,0.154,88.6,True
COMP_v096,COMP,Composed,hard,False,51.631,0.735,70.25,True,39.585,0.053,746.89,True,39.627,0.057,695.21,True,45.996,0.055,836.29,True,40.208,0.056,718.0,True
COMP_v097,COMP,Composed,hard,False,261.29,0.786,332.43,True,210.89,0.06,3514.83,True,216.263,0.07,3089.47,True,207.457,0.059,3516.22,True,230.437,0.057,4042.75,True
COMP_v098,COMP,Composed,hard,False,16.011,7.81,2.05,True,10.889,2.027,5.37,True,9.421,2.167,4.35,True,9.695,1.249,7.76,True,11.637,2.948,3.95,True
COMP_v099,COMP,Composed,hard,False,50.279,0.723,69.54,True,39.717,0.054,735.5,True,41.929,0.059,710.66,True,45.242,0.071,637.21,True,42.893,0.057,752.51,True
COMP_v100,COMP,Composed,hard,False,32.145,10.423,3.08,True,23.946,3.333,7.18,True,22.217,3.215,6.91,True,23.593,3.528,6.69,True,23.484,3.211,7.31,True
COMP_v101,COMP,Composed,hard,False,238.567,0.877,272.03,True,229.77,0.554,414.75,True,236.1,0.697,338.74,True,205.696,0.129,1594.54,True,246.11,0.649,379.21,True
COMP_v102,COMP,Composed,hard,False,670.523,7.076,94.76,True,579.526,1.468,394.77,True,593.553,1.5,395.7,True,611.866,1.455,420.53,True,584.321,1.438,406.34,True
COMP_v103,COMP,Composed,hard,False,248.607,0.925,268.76,True,217.735,0.574,379.33,True,236.583,0.649,364.53,True,216.651,0.176,1230.97,True,233.197,0.623,374.31,True
COMP_v104,COMP,Composed,hard,False,19.89,0.812,24.5,True,14.345,0.039,367.82,True,13.834,0.04,345.85,True,15.967,0.116,137.65,True,14.823,0.055,269.51,True
COMP_v105,COMP,Composed,hard,False,12.388,6.161,2.01,True,9.074,1.273,7.13,True,6.577,1.023,6.43,True,8.688,1.243,6.99,True,6.543,0.613,10.67,True
COMP_v106,COMP,Composed,hard,False,686.407,10.865,63.18,True,599.97,2.978,201.47,True,569.587,2.964,192.17,True,607.146,3.144,193.11,True,579.715,2.605,222.54,True
COMP_v107,COMP,Composed,hard,False,49.205,0.907,54.25,True,42.503,0.617,68.89,True,42.248,0.628,67.27,True,43.504,0.139,312.98,True,42.225,0.594,71.09,True
COMP_v108,COMP,Composed,hard,False,631.374,11.381,55.48,True,608.619,3.101,196.27,True,590.778,3.003,196.73,True,642.804,3.342,192.34,True,595.445,2.526,235.73,True
COMP_v109,COMP,Composed,hard,False,244.826,0.683,358.46,True,216.066,0.063,3429.62,True,215.465,0.061,3532.21,True,215.022,0.071,3028.48,True,225.073,0.055,4092.24,True
COMP_v110,COMP,Composed,hard,False,18.823,1.198,15.71,True,14.757,0.548,26.93,True,14.032,0.455,30.84,True,14.51,0.078,186.03,True,12.888,0.486,26.52,True
COMP_v111,COMP,Composed,hard,False,52.047,0.746,69.77,True,43.14,0.057,756.84,True,46.363,0.056,827.91,True,44.235,0.061,725.16,True,40.18,0.056,717.5,True
COMP_v112,COMP,Composed,hard,False,260.91,1.175,222.05,True,277.493,0.714,388.65,True,224.51,0.641,350.25,True,209.813,0.071,2955.11,True,223.472,0.542,412.31,True
COMP_v113,COMP,Composed,hard,False,50.545,1.031,49.03,True,43.85,0.599,73.21,True,41.283,0.595,69.38,True,40.37,0.125,322.96,True,39.911,0.577,69.17,True
COMP_v114,COMP,Composed,hard,False,305.258,0.911,335.08,True,226.366,0.571,396.44,True,212.491,0.554,383.56,True,215.22,0.133,1618.2,True,221.418,0.566,391.2,True
COMP_v115,COMP,Composed,hard,False,24.362,8.597,2.83,True,13.977,1.418,9.86,True,13.943,1.86,7.5,True,15.206,1.83,8.31,True,15.667,1.794,8.73,True
COMP_v116,COMP,Composed,hard,False,14.196,11.406,1.24,False,8.53,0.992,8.6,True,6.379,1.316,4.85,True,6.266,1.063,5.89,True,6.402,1.665,3.85,True
COMP_v117,COMP,Composed,hard,False,2.171,0.047,46.19,True,0.884,0.003,294.67,True,0.861,0.003,287.0,True,0.796,0.003,265.33,True,0.821,0.004,205.25,True
COMP_v118,COMP,Composed,hard,False,11.894,6.465,1.84,False,8.603,1.095,7.86,True,7.101,0.739,9.61,True,6.403,1.132,5.66,True,6.403,1.049,6.1,True
COMP_v119,COMP,Composed,hard,False,238.375,0.871,273.68,True,236.201,0.595,396.98,True,212.343,0.562,377.83,True,204.353,0.15,1362.35,True,225.155,0.571,394.32,True
COMP_v120,COMP,Composed,hard,False,640.372,10.327,62.01,True,569.417,3.028,188.05,True,625.917,3.262,191.88,True,606.136,2.975,203.74,True,609.637,3.261,186.95,True
COMP_v121,COMP,Composed,hard,False,27.89,8.959,3.11,True,13.816,1.651,8.37,True,14.315,1.727,8.29,True,15.626,1.595,9.8,True,14.242,1.659,8.58,True
COMP_v122,COMP,Composed,hard,False,243.666,0.685,355.72,True,227.603,0.064,3556.3,True,220.453,0.102,2161.3,True,205.436,0.057,3604.14,True,245.962,0.058,4240.72,True
COMP_v123,COMP,Composed,hard,False,265.657,0.676,392.98,True,209.249,0.056,3736.59,True,207.984,0.059,3525.15,True,219.923,0.064,3436.3,True,241.177,0.058,4158.22,True
COMP_v124,COMP,Composed,hard,False,663.905,11.074,59.95,True,591.086,3.198,184.83,True,583.925,2.95,197.94,True,616.577,3.622,170.23,True,564.896,2.96,190.84,True
COMP_v125,COMP,Composed,hard,False,14.34,9.631,1.49,False,8.099,0.903,8.97,True,6.6,0.625,10.56,True,7.004,0.928,7.55,True,6.338,0.685,9.25,True
COMP_v126,COMP,Composed,hard,False,18.466,0.818,22.57,True,15.794,0.044,358.95,True,14.034,0.039,359.85,True,16.828,0.045,373.96,True,15.267,0.06,254.45,True
COMP_v127,COMP,Composed,hard,False,12.637,7.551,1.67,False,8.468,1.023,8.28,True,6.857,0.61,11.24,True,6.405,0.841,7.62,True,6.396,0.621,10.3,True
COMP_v128,COMP,Composed,hard,False,35.673,10.836,3.29,True,23.672,3.318,7.13,True,22.552,3.472,6.5,True,23.317,3.398,6.86,True,24.386,3.359,7.26,True
COMP_v129,COMP,Composed,hard,False,688.286,6.044,113.88,True,577.458,1.511,382.17,True,586.149,1.425,411.33,True,598.628,1.471,406.95,True,596.336,1.505,396.24,True
COMP_v130,COMP,Composed,hard,False,49.832,0.73,68.26,True,40.111,0.053,756.81,True,39.707,0.061,650.93,True,44.925,0.064,701.95,True,39.7,0.054,735.19,True
COMP_v131,COMP,Composed,hard,False,80.389,1.3,61.84,True,76.43,0.083,920.84,True,65.944,0.089,740.94,True,65.911,0.087,757.6,True,71.506,0.087,821.91,True
COMP_v132,COMP,Composed,hard,False,240.963,0.698,345.22,True,201.226,0.058,3469.41,True,212.149,0.07,3030.7,True,205.939,0.069,2984.62,True,230.785,0.107,2156.87,True
COMP_v133,COMP,Composed,hard,False,17.896,0.793,22.57,True,14.342,0.128,112.05,True,13.888,0.04,347.2,True,13.33,0.039,341.79,True,15.413,0.04,385.32,True
COMP_v134,COMP,Composed,hard,False,17.942,1.507,11.91,True,19.718,1.478,13.34,True,18.974,1.282,14.8,True,16.979,0.425,39.95,True,19.497,1.363,14.3,True
COMP_v135,COMP,Composed,hard,False,45.06,0.866,52.03,True,41.556,0.528,78.7,True,45.241,0.569,79.51,True,45.557,0.069,660.25,True,43.929,0.555,79.15,True
COMP_v136,COMP,Composed,hard,False,47.933,0.887,54.04,True,42.55,0.544,78.22,True,47.431,0.739,64.18,True,43.258,0.069,626.93,True,43.877,0.573,76.57,True
COMP_v137,COMP,Composed,hard,False,670.005,6.008,111.52,True,573.359,1.601,358.13,True,625.946,2.002,312.66,True,593.918,1.635,363.25,True,604.443,1.638,369.01,True
COMP_v138,COMP,Composed,hard,False,244.801,0.888,275.68,True,229.465,0.644,356.31,True,247.569,0.606,408.53,True,225.57,0.134,1683.36,True,236.868,0.623,380.21,True
COMP_v139,COMP,Composed,hard,False,19.96,0.261,76.48,True,16.903,0.125,135.22,True,15.166,0.125,121.33,True,,,,,15.615,0.182,85.8,True
COMP_v140,COMP,Composed,hard,False,254.752,0.712,357.8,True,222.467,0.061,3647.0,True,230.557,0.061,3779.62,True,212.855,0.068,3130.22,True,240.896,0.076,3169.68,True
COMP_v141,COMP,Composed,hard,False,686.115,6.983,98.26,True,629.365,1.587,396.58,True,612.193,1.896,322.89,True,620.022,1.527,406.04,True,584.223,1.422,410.85,True
COMP_v142,COMP,Composed,hard,False,259.894,1.6,162.43,True,240.329,0.624,385.14,True,241.926,0.624,387.7,True,224.121,0.135,1660.16,True,241.556,0.639,378.02,True
COMP_v143,COMP,Composed,hard,False,682.019,11.143,61.21,True,608.262,3.106,195.83,True,615.692,3.677,167.44,True,642.739,3.181,202.06,True,597.759,3.181,187.92,True
COMP_v144,COMP,Composed,hard,False,711.036,10.843,65.58,True,615.158,3.027,203.22,True,618.257,3.09,200.08,True,646.677,3.55,182.16,True,578.564,3.122,185.32,True
COMP_v145,COMP,Composed,hard,False,30.748,9.952,3.09,True,14.336,1.759,8.15,True,18.6,2.634,7.06,True,14.513,1.89,7.68,True,14.186,1.731,8.2,True
COMP_v146,COMP,Composed,hard,False,2.247,0.051,44.06,True,0.903,0.007,129.0,True,0.859,0.006,143.17,True,0.872,0.008,109.0,True,0.821,0.006,136.83,True
COMP_v147,COMP,Composed,hard,False,727.939,7.221,100.81,True,591.721,1.733,341.44,True,584.075,1.691,345.4,True,563.391,1.469,383.52,True,547.729,1.462,374.64,True
COMP_v148,COMP,Composed,hard,False,90.509,1.541,58.73,True,79.617,0.207,384.62,True,67.806,0.106,639.68,True,66.821,0.084,795.49,True,72.513,0.098,739.93,True
COMP_v149,COMP,Composed,hard,False,21.839,1.128,19.36,True,14.146,0.455,31.09,True,12.653,0.481,26.31,True,13.909,0.08,173.86,True,13.63,0.442,30.84,True
DS-1_v000,DS-1,Data Structure,hard,False,19.217,0.058,331.33,True,6.806,0.053,128.42,True,5.896,0.039,151.18,True,6.162,0.044,140.05,True,5.885,0.039,150.9,True
DS-1_v001,DS-1,Data Structure,hard,False,3.858,0.026,148.38,True,1.369,0.021,65.19,True,1.262,0.019,66.42,True,1.215,0.016,75.94,True,1.196,0.015,79.73,True
DS-1_v002,DS-1,Data Structure,hard,False,3.852,0.028,137.57,True,1.207,0.021,57.48,True,1.206,0.07,17.23,True,1.262,0.017,74.24,True,1.242,0.02,62.1,True
DS-1_v003,DS-1,Data Structure,hard,False,2.182,0.024,90.92,True,0.655,0.015,43.67,True,0.626,0.011,56.91,True,0.619,0.011,56.27,True,0.691,0.017,40.65,True
DS-1_v004,DS-1,Data Structure,hard,False,3.577,0.026,137.58,True,1.315,0.012,109.58,True,1.301,0.012,108.42,True,1.243,0.011,113.0,True,1.24,0.014,88.57,True
DS-1_v005,DS-1,Data Structure,hard,False,3.734,0.028,133.36,True,1.301,0.022,59.14,True,1.259,0.019,66.26,True,1.192,0.022,54.18,True,1.211,0.016,75.69,True
DS-1_v006,DS-1,Data Structure,hard,False,3.749,0.026,144.19,True,1.352,0.014,96.57,True,1.248,0.011,113.45,True,1.242,0.013,95.54,True,1.259,0.011,114.45,True
DS-1_v007,DS-1,Data Structure,hard,False,7.8,0.043,181.4,True,2.532,0.03,84.4,True,2.516,0.018,139.78,True,2.669,0.018,148.28,True,2.603,0.017,153.12,True
DS-1_v008,DS-1,Data Structure,hard,False,37.854,0.078,485.31,True,12.706,0.044,288.77,True,11.815,0.049,241.12,True,11.824,0.062,190.71,True,12.175,0.045,270.56,True
DS-1_v009,DS-1,Data Structure,hard,False,36.677,0.081,452.8,True,12.032,0.061,197.25,True,11.922,0.046,259.17,True,12.241,0.051,240.02,True,12.262,0.073,167.97,True
DS-1_v010,DS-1,Data Structure,hard,False,17.78,0.064,277.81,True,5.881,0.038,154.76,True,5.873,0.034,172.74,True,6.065,0.036,168.47,True,5.959,0.035,170.26,True
DS-1_v011,DS-1,Data Structure,hard,False,1.787,0.018,99.28,True,0.623,0.014,44.5,True,0.622,0.011,56.55,True,0.662,0.012,55.17,True,0.628,0.012,52.33,True
DS-1_v012,DS-1,Data Structure,hard,False,17.778,0.07,253.97,True,6.013,0.04,150.32,True,5.925,0.039,151.92,True,6.233,0.037,168.46,True,5.935,0.036,164.86,True
DS-1_v013,DS-1,Data Structure,hard,False,1.783,0.018,99.06,True,0.623,0.012,51.92,True,0.625,0.012,52.08,True,0.62,0.01,62.0,True,0.626,0.011,56.91,True
DS-1_v014,DS-1,Data Structure,hard,False,7.291,0.044,165.7,True,2.636,0.017,155.06,True,2.627,0.017,154.53,True,2.496,0.016,156.0,True,2.529,0.017,148.76,True
DS-2_v000,DS-2,Data Structure,hard,False,23.52,17.95,1.31,False,7.924,1.542,5.14,True,6.711,1.474,4.55,True,7.164,1.194,6.0,True,6.282,1.326,4.74,True
DS-2_v001,DS-2,Data Structure,hard,False,61.048,39.003,1.57,False,33.361,4.971,6.71,True,29.799,5.37,5.55,True,30.657,5.415,5.66,True,25.589,3.046,8.4,True
DS-2_v002,DS-2,Data Structure,hard,False,45.591,34.785,1.31,False,15.902,3.9,4.08,True,16.463,3.869,4.26,True,15.559,3.458,4.5,True,13.134,3.136,4.19,True
DS-2_v003,DS-2,Data Structure,hard,False,58.267,37.306,1.56,False,30.382,5.485,5.54,True,29.6,5.281,5.6,True,28.238,5.225,5.4,True,25.299,2.997,8.44,True
DS-2_v004,DS-2,Data Structure,hard,False,30.083,18.586,1.62,False,13.196,2.372,5.56,True,14.169,2.457,5.77,True,12.99,2.405,5.4,True,13.58,1.89,7.19,True
DS-2_v005,DS-2,Data Structure,hard,False,23.449,17.382,1.35,False,7.942,1.952,4.07,True,7.499,1.937,3.87,True,7.051,1.763,4.0,True,6.435,1.515,4.25,True
DS-2_v006,DS-2,Data Structure,hard,False,45.977,34.76,1.32,False,13.825,3.79,3.65,True,21.441,3.831,5.6,True,15.792,3.45,4.58,True,14.123,3.048,4.63,True
DS-2_v007,DS-2,Data Structure,hard,False,44.752,36.111,1.24,False,13.213,2.743,4.82,True,13.229,2.932,4.51,True,13.556,2.373,5.71,True,12.149,2.669,4.55,True
DS-2_v008,DS-2,Data Structure,hard,False,22.328,17.264,1.29,False,9.322,2.15,4.34,True,6.812,1.956,3.48,True,7.124,1.72,4.14,True,9.099,2.306,3.95,True
DS-2_v009,DS-2,Data Structure,hard,False,43.855,34.052,1.29,False,14.587,3.15,4.63,True,13.529,3.002,4.51,True,13.588,2.461,5.52,True,12.798,2.665,4.8,True
DS-2_v010,DS-2,Data Structure,hard,False,22.108,17.072,1.29,False,6.772,1.485,4.56,True,6.65,1.374,4.84,True,6.885,1.231,5.59,True,7.037,1.327,5.3,True
DS-2_v011,DS-2,Data Structure,hard,False,49.209,35.716,1.38,False,15.295,4.591,3.33,True,14.833,3.878,3.82,True,25.88,4.485,5.77,True,15.077,2.988,5.05,True
DS-2_v012,DS-2,Data Structure,hard,False,48.482,36.974,1.31,False,14.876,3.785,3.93,True,15.426,3.869,3.99,True,16.595,3.541,4.69,True,17.137,3.484,4.92,True
DS-2_v013,DS-2,Data Structure,hard,False,28.37,18.673,1.52,False,13.194,2.335,5.65,True,19.1,3.177,6.01,True,14.471,2.325,6.22,True,19.096,2.057,9.28,True
DS-2_v014,DS-2,Data Structure,hard,False,57.656,39.224,1.47,False,27.695,4.66,5.94,True,39.265,5.088,7.72,True,41.199,6.178,6.67,True,32.18,4.273,7.53,True
DS-3_v000,DS-3,Data Structure,medium,False,127.061,30.571,4.16,True,79.059,29.466,2.68,True,70.868,34.191,2.07,True,135.79,27.299,4.97,True,113.18,28.62,3.95,True
DS-3_v001,DS-3,Data Structure,medium,False,165.728,53.753,3.08,True,179.786,49.253,3.65,True,208.228,46.237,4.5,True,275.69,51.952,5.31,True,203.186,68.103,2.98,True
DS-3_v002,DS-3,Data Structure,medium,False,287.164,54.106,5.31,True,263.983,51.113,5.16,True,345.585,72.495,4.77,True,370.309,56.083,6.6,True,228.426,61.378,3.72,True
DS-3_v003,DS-3,Data Structure,medium,False,88.402,27.899,3.17,True,133.95,24.676,5.43,True,95.646,23.382,4.09,True,124.52,26.976,4.62,True,140.182,26.953,5.2,True
DS-3_v004,DS-3,Data Structure,medium,False,205.524,57.352,3.58,True,214.438,63.262,3.39,True,278.971,55.011,5.07,True,284.224,49.588,5.73,True,252.436,54.395,4.64,True
DS-3_v005,DS-3,Data Structure,medium,False,298.105,76.243,3.91,True,261.081,54.13,4.82,True,390.855,78.879,4.96,True,332.577,61.927,5.37,True,169.987,59.981,2.83,True
