variant_id,pattern_id,category,difficulty,metadata_compiler_fixable,slow_ms_O0,fast_ms_O0,speedup_O0,resistant_O0,slow_ms_O2,fast_ms_O2,speedup_O2,resistant_O2,slow_ms_O3,fast_ms_O3,speedup_O3,resistant_O3,slow_ms_O3_fast_math,fast_ms_O3_fast_math,speedup_O3_fast_math,resistant_O3_fast_math,slow_ms_O3_lto,fast_ms_O3_lto,speedup_O3_lto,resistant_O3_lto
IS-3_v013,IS-3,Input-Sensitive Inefficiency,hard,False,3.0427,0.0003,3042.75,True,0.5826,0.0002,582.55,True,0.5871,0.0002,587.1,True,0.5373,0.0002,537.25,True,0.5155,0.0002,515.55,True
IS-3_v014,IS-3,Input-Sensitive Inefficiency,hard,False,6.0911,0.0001,6091.15,True,0.5019,0.0,501.85,True,0.518,0.0,518.0,True,0.5375,0.0001,537.55,True,0.6714,0.0001,671.35,True
IS-4_v000,IS-4,Input-Sensitive Inefficiency,hard,False,3.128,1.669,1.87,False,2.859,0.448,6.38,True,3.109,0.481,6.46,True,3.582,0.47,7.62,True,2.811,0.432,6.51,True
IS-4_v001,IS-4,Input-Sensitive Inefficiency,hard,False,18.317,13.079,1.4,False,14.212,2.168,6.56,True,13.559,2.496,5.43,True,14.066,2.15,6.54,True,16.442,3.563,4.61,True
IS-4_v002,IS-4,Input-Sensitive Inefficiency,hard,False,15.465,8.487,1.82,False,14.196,2.454,5.78,True,15.222,2.625,5.8,True,15.61,2.416,6.46,True,15.01,2.606,5.76,True
IS-4_v003,IS-4,Input-Sensitive Inefficiency,hard,False,15.546,8.983,1.73,False,15.874,2.784,5.7,True,14.948,2.589,5.77,True,17.164,2.66,6.45,True,14.151,2.47,5.73,True
IS-4_v004,IS-4,Input-Sensitive Inefficiency,hard,False,3.028,1.643,1.84,False,2.785,0.432,6.45,True,3.128,0.514,6.09,True,2.839,0.43,6.6,True,2.879,0.43,6.7,True
IS-4_v005,IS-4,Input-Sensitive Inefficiency,hard,False,3.562,3.656,0.97,False,2.821,2.728,1.03,False,2.983,3.192,0.93,False,2.852,2.87,0.99,False,2.985,3.163,0.94,False
IS-4_v006,IS-4,Input-Sensitive Inefficiency,hard,False,1.725,0.866,1.99,False,1.574,0.286,5.5,True,1.7,0.421,4.04,True,1.41,0.212,6.65,True,1.444,0.216,6.69,True
IS-4_v007,IS-4,Input-Sensitive Inefficiency,hard,False,3.164,1.68,1.88,False,3.163,0.504,6.28,True,2.867,0.458,6.26,True,2.925,0.484,6.04,True,3.128,0.429,7.29,True
IS-4_v008,IS-4,Input-Sensitive Inefficiency,hard,False,1.515,1.524,0.99,False,1.396,1.442,0.97,False,1.431,1.427,1.0,False,1.46,1.444,1.01,False,1.387,1.382,1.0,False
IS-4_v009,IS-4,Input-Sensitive Inefficiency,hard,False,3.241,3.3,0.98,False,3.016,3.047,0.99,False,2.785,2.713,1.03,False,2.781,2.704,1.03,False,2.729,2.72,1.0,False
IS-4_v010,IS-4,Input-Sensitive Inefficiency,hard,False,3.045,1.661,1.83,False,2.953,0.444,6.65,True,2.974,0.463,6.42,True,2.782,0.446,6.24,True,3.144,0.474,6.63,True
IS-4_v011,IS-4,Input-Sensitive Inefficiency,hard,False,3.035,1.646,1.84,False,2.8,0.466,6.01,True,2.873,0.45,6.38,True,3.031,0.431,7.03,True,3.208,0.471,6.81,True
IS-4_v012,IS-4,Input-Sensitive Inefficiency,hard,False,1.686,1.606,1.05,False,1.392,1.345,1.03,False,1.397,1.394,1.0,False,1.741,1.802,0.97,False,1.501,1.534,0.98,False
IS-4_v013,IS-4,Input-Sensitive Inefficiency,hard,False,1.512,1.511,1.0,False,1.411,1.403,1.01,False,1.466,1.59,0.92,False,1.533,1.516,1.01,False,1.773,1.754,1.01,False
IS-4_v014,IS-4,Input-Sensitive Inefficiency,hard,False,3.072,1.673,1.84,False,2.734,0.395,6.92,True,3.122,0.443,7.05,True,3.137,0.406,7.73,True,3.467,0.721,4.81,True
IS-5_v000,IS-5,Input-Sensitive Inefficiency,hard,False,335.1507,164.5173,2.04,True,106.323,45.1313,2.36,True,101.6993,38.695,2.63,True,234.1837,47.7633,4.9,True,114.3127,44.499,2.57,True
IS-5_v001,IS-5,Input-Sensitive Inefficiency,hard,False,214.9873,129.2263,1.66,False,58.3273,14.7127,3.96,True,54.2983,15.609,3.48,True,132.165,12.3937,10.66,True,65.744,12.487,5.26,True
IS-5_v002,IS-5,Input-Sensitive Inefficiency,hard,False,282.889,152.844,1.85,False,73.5853,28.4003,2.59,True,77.4953,28.551,2.71,True,180.8783,28.964,6.24,True,85.216,30.4443,2.8,True
IS-5_v003,IS-5,Input-Sensitive Inefficiency,hard,False,255.6837,146.2263,1.75,False,77.6713,35.4013,2.19,True,84.2087,39.904,2.11,True,180.054,41.864,4.3,True,73.5143,42.7657,1.72,False
IS-5_v004,IS-5,Input-Sensitive Inefficiency,hard,False,383.6403,217.334,1.77,False,102.723,49.243,2.09,True,111.878,52.124,2.15,True,230.3467,61.243,3.76,True,105.641,55.9657,1.89,False
IS-5_v005,IS-5,Input-Sensitive Inefficiency,hard,False,268.1813,161.9233,1.66,False,83.104,27.2763,3.05,True,85.1807,30.7787,2.77,True,170.5653,34.21,4.99,True,80.768,28.8953,2.8,True
IS-5_v006,IS-5,Input-Sensitive Inefficiency,hard,False,255.219,154.6607,1.65,False,72.8357,16.815,4.33,True,75.265,22.317,3.37,True,156.8533,19.9553,7.86,True,69.2197,15.0577,4.6,True
IS-5_v007,IS-5,Input-Sensitive Inefficiency,hard,False,367.9057,224.925,1.64,False,117.4073,39.5763,2.97,True,112.359,44.5833,2.52,True,243.769,39.6777,6.14,True,102.6807,61.2243,1.68,False
IS-5_v008,IS-5,Input-Sensitive Inefficiency,hard,False,289.7717,168.5443,1.72,False,76.3937,44.7,1.71,False,80.8697,30.125,2.68,True,183.671,29.8573,6.15,True,90.3263,29.3277,3.08,True
IS-5_v009,IS-5,Input-Sensitive Inefficiency,hard,False,189.5267,102.6037,1.85,False,56.067,11.1153,5.04,True,60.6857,13.038,4.65,True,135.4553,13.648,9.92,True,53.736,15.938,3.37,True
IS-5_v010,IS-5,Input-Sensitive Inefficiency,hard,False,296.2627,155.7167,1.9,False,74.856,39.361,1.9,False,86.058,50.358,1.71,False,181.4067,34.522,5.25,True,84.1093,33.0153,2.55,True
IS-5_v011,IS-5,Input-Sensitive Inefficiency,hard,False,337.8077,186.3203,1.81,False,124.8863,40.8927,3.05,True,112.7677,38.086,2.96,True,241.6133,38.3233,6.3,True,105.009,47.0337,2.23,True
IS-5_v012,IS-5,Input-Sensitive Inefficiency,hard,False,344.5673,247.5697,1.39,False,94.6793,23.8663,3.97,True,96.4213,21.1787,4.55,True,221.132,19.2583,11.48,True,97.3813,19.481,5.0,True
IS-5_v013,IS-5,Input-Sensitive Inefficiency,hard,False,336.377,246.439,1.36,False,90.3173,21.131,4.27,True,98.1977,18.8037,5.22,True,221.526,20.2497,10.94,True,94.2057,19.5667,4.81,True
IS-5_v014,IS-5,Input-Sensitive Inefficiency,hard,False,262.2983,189.523,1.38,False,67.3447,13.317,5.06,True,70.7747,18.8727,3.75,True,166.691,14.4307,11.55,True,74.357,16.126,4.61,True
IS-5_v015,IS-5,Input-Sensitive Inefficiency,hard,False,287.2963,175.9433,1.63,False,80.373,29.1663,2.76,True,78.3297,30.4843,2.57,True,185.467,27.8993,6.65,True,76.027,30.6513,2.48,True
IS-5_v016,IS-5,Input-Sensitive Inefficiency,hard,False,225.1927,131.4643,1.71,False,68.805,18.4117,3.74,True,68.3923,18.524,3.69,True,172.4647,16.822,10.25,True,76.2603,14.3217,5.32,True
IS-5_v017,IS-5,Input-Sensitive Inefficiency,hard,False,363.4087,181.961,2.0,False,103.3557,54.4387,1.9,False,126.178,41.179,3.06,True,216.0303,37.481,5.76,True,94.9337,33.5473,2.83,True
IS-5_v018,IS-5,Input-Sensitive Inefficiency,hard,False,237.1077,139.0323,1.71,False,65.8407,34.3253,1.92,False,67.098,23.793,2.82,True,130.877,20.436,6.4,True,56.638,19.906,2.85,True
IS-5_v019,IS-5,Input-Sensitive Inefficiency,hard,False,224.1373,135.654,1.65,False,62.716,13.9273,4.5,True,60.6987,10.8513,5.59,True,129.2347,9.9053,13.05,True,54.548,10.766,5.07,True
MI-1_v000,MI-1,Memory & IO,hard,False,12.425,0.82,15.15,True,4.064,0.138,29.45,True,4.451,0.138,32.25,True,2.785,0.183,15.22,True,2.846,0.138,20.62,True
MI-1_v001,MI-1,Memory & IO,hard,False,7.674,0.817,9.39,True,2.374,0.124,19.15,True,2.72,0.129,21.09,True,2.171,0.175,12.41,True,2.263,0.143,15.83,True
MI-1_v002,MI-1,Memory & IO,hard,False,24.616,0.78,31.56,True,10.099,0.118,85.58,True,7.148,0.12,59.57,True,4.591,0.172,26.69,True,6.784,0.135,50.25,True
MI-1_v003,MI-1,Memory & IO,hard,False,22.225,0.673,33.02,True,7.135,0.143,49.9,True,6.929,0.126,54.99,True,4.608,0.175,26.33,True,6.554,0.14,46.81,True
MI-1_v004,MI-1,Memory & IO,hard,False,14.899,1.633,9.12,True,5.941,0.298,19.94,True,5.948,0.319,18.65,True,5.412,0.434,12.47,True,4.884,0.317,15.41,True
MI-1_v005,MI-1,Memory & IO,hard,False,15.154,1.637,9.26,True,6.931,0.332,20.88,True,5.539,0.297,18.65,True,5.143,0.42,12.25,True,4.799,0.319,15.04,True
MI-1_v006,MI-1,Memory & IO,hard,False,10.434,0.656,15.91,True,3.263,0.122,26.75,True,3.093,0.115,26.9,True,2.783,0.175,15.9,True,2.756,0.132,20.88,True
MI-1_v007,MI-1,Memory & IO,hard,False,25.635,1.585,16.17,True,8.045,0.306,26.29,True,8.078,0.349,23.15,True,6.457,0.51,12.66,True,6.549,0.32,20.47,True
MI-1_v008,MI-1,Memory & IO,hard,False,11.726,0.342,34.29,True,3.244,0.059,54.98,True,3.353,0.059,56.83,True,2.156,0.083,25.98,True,3.119,0.062,50.31,True
MI-1_v009,MI-1,Memory & IO,hard,False,3.002,0.309,9.72,True,1.245,0.059,21.1,True,1.245,0.062,20.08,True,1.113,0.083,13.41,True,1.013,0.063,16.08,True
MI-1_v010,MI-1,Memory & IO,hard,False,14.191,1.928,7.36,True,5.182,0.282,18.38,True,6.541,0.297,22.02,True,5.082,0.412,12.33,True,4.705,0.322,14.61,True
MI-1_v011,MI-1,Memory & IO,hard,False,19.893,0.618,32.19,True,6.387,0.116,55.06,True,6.922,0.134,51.66,True,4.345,0.164,26.49,True,6.933,0.169,41.02,True
MI-1_v012,MI-1,Memory & IO,hard,False,14.832,1.657,8.95,True,5.505,0.287,19.18,True,5.097,0.282,18.07,True,5.025,0.411,12.23,True,4.921,0.331,14.87,True
MI-1_v013,MI-1,Memory & IO,hard,False,50.066,1.635,30.62,True,16.075,0.294,54.68,True,16.498,0.295,55.93,True,10.537,0.47,22.42,True,16.152,0.31,52.1,True
MI-1_v014,MI-1,Memory & IO,hard,False,57.971,1.601,36.21,True,16.527,0.295,56.02,True,16.301,0.291,56.02,True,11.099,0.44,25.23,True,17.188,0.332,51.77,True
MI-2_v000,MI-2,Memory & IO,medium,False,12.5674,4.989,2.52,True,2.273,0.8276,2.75,True,2.558,0.8052,3.18,True,2.4854,0.7578,3.28,True,1.0354,0.7674,1.35,False
MI-2_v001,MI-2,Memory & IO,medium,False,42.5308,15.368,2.77,True,10.3222,2.8068,3.68,True,8.4472,2.9732,2.84,True,9.3222,2.9642,3.14,True,5.0926,3.7548,1.36,False
MI-2_v002,MI-2,Memory & IO,medium,False,20.4194,7.1568,2.85,True,5.596,1.5424,3.63,True,4.3572,1.5348,2.84,True,4.2862,1.5802,2.71,True,2.0242,1.484,1.36,False
MI-2_v003,MI-2,Memory & IO,medium,False,50.873,21.8266,2.33,True,8.6944,2.9506,2.95,True,9.35,3.183,2.94,True,9.6894,3.6174,2.68,True,4.8738,3.4898,1.4,False
MI-2_v004,MI-2,Memory & IO,medium,False,21.3736,7.608,2.81,True,4.2922,1.484,2.89,True,4.2868,1.6544,2.59,True,4.2016,1.4792,2.84,True,2.4232,1.551,1.56,False
MI-2_v005,MI-2,Memory & IO,medium,False,12.4662,5.004,2.49,True,2.1932,0.7444,2.95,True,2.75,0.8034,3.42,True,2.0658,0.7636,2.71,True,1.139,0.7584,1.5,False
MI-2_v006,MI-2,Memory & IO,medium,False,52.8678,22.8328,2.32,True,9.2332,3.2076,2.88,True,8.3508,2.989,2.79,True,11.6824,4.0598,2.88,True,5.2854,3.3146,1.59,False
MI-2_v007,MI-2,Memory & IO,medium,False,43.883,15.9866,2.74,True,8.65,3.0834,2.81,True,9.3088,3.0228,3.08,True,11.697,4.1866,2.79,True,5.0792,3.5366,1.44,False
MI-2_v008,MI-2,Memory & IO,medium,False,19.4112,7.0284,2.76,True,4.6586,1.6908,2.76,True,5.19,1.9926,2.6,True,5.0476,1.7182,2.94,True,2.1116,1.5654,1.35,False
MI-2_v009,MI-2,Memory & IO,medium,False,40.9372,14.9736,2.73,True,9.3644,3.1652,2.96,True,9.1894,3.1766,2.89,True,8.768,3.0564,2.87,True,4.5492,3.2414,1.4,False
MI-2_v010,MI-2,Memory & IO,medium,False,12.82,5.118,2.5,True,2.5844,0.7788,3.32,True,4.0386,1.0108,4.0,True,2.108,0.7842,2.69,True,2.031,0.839,2.42,True
MI-2_v011,MI-2,Memory & IO,medium,False,84.873,29.038,2.92,True,19.4684,9.155,2.13,True,17.4872,6.2104,2.82,True,18.9388,7.1278,2.66,True,9.1404,6.1462,1.49,False
MI-2_v012,MI-2,Memory & IO,medium,False,85.544,30.8752,2.77,True,19.6788,7.068,2.78,True,19.4118,7.1216,2.73,True,18.9784,6.5192,2.91,True,9.6228,6.24,1.54,False
MI-2_v013,MI-2,Memory & IO,medium,False,44.705,17.9236,2.49,True,10.7186,3.7028,2.89,True,10.1166,4.1032,2.47,True,10.3664,3.3116,3.13,True,4.7242,3.4224,1.38,False
MI-2_v014,MI-2,Memory & IO,medium,False,58.409,23.4902,2.49,True,10.5122,4.0532,2.59,True,8.4604,3.148,2.69,True,8.3208,2.9606,2.81,True,4.2218,2.9876,1.41,False
MI-3_v000,MI-3,Memory & IO,hard,False,14.287,1.377,10.38,True,10.539,0.683,15.43,True,10.349,0.536,19.31,True,10.177,0.206,49.4,True,9.907,0.542,18.28,True
MI-3_v001,MI-3,Memory & IO,hard,False,34.154,4.953,6.9,True,18.283,1.173,15.59,True,19.417,1.406,13.81,True,18.913,0.544,34.77,True,18.985,1.231,15.42,True
MI-3_v002,MI-3,Memory & IO,hard,False,82.965,12.457,6.66,True,49.047,2.987,16.42,True,47.121,2.791,16.88,True,52.711,1.427,36.94,True,61.249,3.688,16.61,True
MI-3_v003,MI-3,Memory & IO,hard,False,65.052,6.431,10.12,True,53.379,2.948,18.11,True,52.159,2.804,18.6,True,55.321,1.125,49.17,True,64.576,3.218,20.07,True
MI-3_v004,MI-3,Memory & IO,hard,False,26.842,2.555,10.51,True,20.791,1.125,18.48,True,21.223,1.155,18.37,True,23.37,0.326,71.69,True,20.057,1.113,18.02,True
MI-3_v005,MI-3,Memory & IO,hard,False,16.971,2.346,7.23,True,8.951,0.566,15.81,True,9.462,0.581,16.29,True,13.51,0.3,45.03,True,9.621,0.645,14.92,True
MI-3_v006,MI-3,Memory & IO,hard,False,17.092,2.345,7.29,True,10.138,0.565,17.94,True,9.199,0.558,16.49,True,11.492,0.279,41.19,True,9.788,0.925,10.58,True
MI-3_v007,MI-3,Memory & IO,hard,False,68.037,6.501,10.47,True,52.213,3.041,17.17,True,49.37,2.856,17.29,True,58.294,0.92,63.36,True,50.108,2.695,18.59,True
MI-3_v008,MI-3,Memory & IO,hard,False,26.115,2.543,10.27,True,21.335,1.15,18.55,True,20.407,1.082,18.86,True,20.59,0.303,67.95,True,19.932,1.1,18.12,True
MI-3_v009,MI-3,Memory & IO,hard,False,13.71,1.632,8.4,True,10.821,0.564,19.19,True,9.997,0.72,13.88,True,9.747,0.147,66.31,True,10.178,0.54,18.85,True
MI-3_v010,MI-3,Memory & IO,hard,False,83.416,11.952,6.98,True,46.333,2.794,16.58,True,46.158,2.78,16.6,True,45.426,1.34,33.9,True,49.835,2.905,17.15,True
MI-3_v011,MI-3,Memory & IO,hard,False,16.706,2.342,7.13,True,9.732,0.575,16.93,True,15.066,0.559,26.95,True,9.388,0.268,35.03,True,9.508,0.559,17.01,True
MI-3_v012,MI-3,Memory & IO,hard,False,70.056,6.81,10.29,True,48.452,2.743,17.66,True,49.612,2.698,18.39,True,52.041,0.746,69.76,True,48.217,2.711,17.79,True
MI-3_v013,MI-3,Memory & IO,hard,False,88.771,11.935,7.44,True,46.629,2.807,16.61,True,45.97,2.774,16.57,True,50.476,1.376,36.68,True,50.533,3.235,15.62,True
MI-3_v014,MI-3,Memory & IO,hard,False,28.29,2.622,10.79,True,20.189,1.127,17.91,True,19.773,1.084,18.24,True,20.5,0.302,67.88,True,19.695,1.088,18.1,True
MI-4_v000,MI-4,Memory & IO,medium,False,6.97,3.881,1.8,False,3.278,0.352,9.31,True,3.452,0.702,4.92,True,3.37,0.391,8.62,True,3.311,0.384,8.62,True
MI-4_v001,MI-4,Memory & IO,medium,False,3.549,2.975,1.19,False,1.382,0.425,3.25,True,1.431,0.39,3.67,True,1.457,0.448,3.25,True,1.485,0.418,3.55,True
MI-4_v002,MI-4,Memory & IO,medium,False,37.258,13.442,2.77,True,24.488,2.778,8.81,True,23.606,2.565,9.2,True,24.475,2.584,9.47,True,24.131,2.604,9.27,True
MI-4_v003,MI-4,Memory & IO,medium,False,98.004,26.672,3.67,True,73.409,4.695,15.64,True,74.245,5.021,14.79,True,72.711,4.694,15.49,True,74.348,4.876,15.25,True
MI-4_v004,MI-4,Memory & IO,medium,False,3.408,3.615,0.94,False,2.11,0.281,7.51,True,2.256,0.255,8.85,True,2.184,0.269,8.12,True,2.15,0.286,7.52,True
MI-4_v005,MI-4,Memory & IO,medium,False,10.302,6.667,1.55,False,6.352,5.06,1.26,False,5.648,4.484,1.26,False,5.588,0.476,11.74,True,6.33,4.471,1.42,False
MI-4_v006,MI-4,Memory & IO,medium,False,20.642,16.917,1.22,False,13.185,11.414,1.16,False,13.466,12.348,1.09,False,14.078,12.359,1.14,False,13.336,10.575,1.26,False
MI-4_v007,MI-4,Memory & IO,medium,False,5.401,4.807,1.12,False,4.171,3.231,1.29,False,3.68,2.996,1.23,False,3.687,0.314,11.74,True,3.658,2.98,1.23,False
MI-4_v008,MI-4,Memory & IO,medium,False,11.623,6.554,1.77,False,6.914,1.06,6.52,True,6.99,0.674,10.37,True,7.288,0.972,7.5,True,6.977,0.864,8.08,True
MI-4_v009,MI-4,Memory & IO,medium,False,11.306,7.487,1.51,False,11.028,2.092,5.27,True,12.131,2.28,5.32,True,11.236,2.476,4.54,True,11.523,2.262,5.09,True
MI-4_v010,MI-4,Memory & IO,medium,False,25.159,16.976,1.48,False,20.302,2.001,10.15,True,20.166,3.177,6.35,True,20.073,3.171,6.33,True,20.173,2.886,6.99,True
MI-4_v011,MI-4,Memory & IO,medium,False,1.591,1.312,1.21,False,0.629,0.12,5.24,True,0.677,0.123,5.5,True,0.631,0.116,5.44,True,1.674,0.169,9.91,True
MI-4_v012,MI-4,Memory & IO,medium,False,58.654,29.658,1.98,False,33.658,14.637,2.3,True,34.006,13.522,2.51,True,33.734,13.506,2.5,True,37.9,15.245,2.49,True
MI-4_v013,MI-4,Memory & IO,medium,False,5.469,3.623,1.51,False,3.389,2.494,1.36,False,3.402,2.488,1.37,False,3.934,0.521,7.55,True,3.431,2.49,1.38,False
MI-4_v014,MI-4,Memory & IO,medium,False,4.426,2.853,1.55,False,2.319,0.17,13.64,True,2.319,0.159,14.58,True,2.504,0.177,14.15,True,2.405,0.16,15.03,True
MI-4_v015,MI-4,Memory & IO,medium,False,1.7,1.45,1.17,False,1.187,0.988,1.2,False,1.18,0.993,1.19,False,1.12,0.082,13.66,True,1.208,0.988,1.22,False
MI-4_v016,MI-4,Memory & IO,medium,False,6.35,3.504,1.81,False,3.317,0.538,6.17,True,3.374,0.322,10.48,True,4.217,0.357,11.81,True,3.407,0.338,10.08,True
MI-4_v017,MI-4,Memory & IO,medium,False,2.276,1.697,1.34,False,2.038,0.315,6.47,True,1.807,0.311,5.81,True,1.836,0.338,5.43,True,1.816,0.332,5.47,True
MI-4_v018,MI-4,Memory & IO,medium,False,173.844,66.885,2.6,True,67.727,39.597,1.71,False,68.575,39.468,1.74,False,60.52,29.483,2.05,True,68.267,44.651,1.53,False
MI-4_v019,MI-4,Memory & IO,medium,False,3.584,2.202,1.63,False,1.999,1.649,1.21,False,1.831,1.485,1.23,False,2.078,0.161,12.91,True,2.151,1.554,1.38,False
SR-1_v000,SR-1,Semantic Redundancy,hard,False,111.983,0.741,151.12,True,43.981,0.064,687.2,True,44.19,0.06,736.5,True,48.714,0.062,785.71,True,0.07,0.057,1.23,False
SR-1_v001,SR-1,Semantic Redundancy,hard,False,741.015,0.079,9379.94,True,737.5,0.014,52678.57,True,781.343,0.015,52089.53,True,793.17,0.015,52878.0,True,0.022,0.007,3.14,True
SR-1_v002,SR-1,Semantic Redundancy,easy,False,67.785,0.34,199.37,True,59.476,0.06,991.27,True,59.656,0.063,946.92,True,58.446,0.078,749.31,True,0.063,0.062,1.02,False
SR-1_v003,SR-1,Semantic Redundancy,easy,False,19.555,0.314,62.28,True,9.357,0.059,158.59,True,9.82,0.06,163.67,True,7.7,0.062,124.19,True,0.059,0.058,1.02,False
SR-1_v004,SR-1,Semantic Redundancy,hard,False,452.322,0.09,5025.8,True,464.958,0.011,42268.91,True,462.468,0.011,42042.55,True,482.319,0.01,48231.9,True,0.019,0.007,2.71,True
SR-1_v005,SR-1,Semantic Redundancy,hard,False,9893.102,0.8,12366.38,True,10363.98,0.429,24158.46,True,10206.836,0.408,25016.75,True,10131.777,0.212,47791.4,True,0.163,0.129,1.26,False
SR-1_v006,SR-1,Semantic Redundancy,hard,False,775.963,0.453,1712.94,True,290.117,0.081,3581.69,True,314.423,0.176,1786.49,True,289.838,0.032,9057.44,True,0.036,0.03,1.2,False
SR-1_v007,SR-1,Semantic Redundancy,hard,False,790.585,0.086,9192.85,True,811.044,0.018,45058.0,True,806.092,0.014,57578.0,True,807.524,0.044,18352.82,True,0.02,0.007,2.86,True
SR-1_v008,SR-1,Semantic Redundancy,hard,False,539.39,1.059,509.34,True,90.094,0.062,1453.13,True,93.7,0.064,1464.06,True,21.042,0.1,210.42,True,0.062,0.06,1.03,False
SR-1_v009,SR-1,Semantic Redundancy,hard,False,32.671,0.086,379.9,True,20.142,0.013,1549.38,True,19.238,0.013,1479.85,True,17.789,0.015,1185.93,True,0.026,0.014,1.86,False
SR-1_v010,SR-1,Semantic Redundancy,hard,False,11672.3,0.529,22064.84,True,11946.971,0.057,209595.98,True,11660.348,0.055,212006.33,True,11533.353,0.186,62007.27,True,0.063,0.03,2.1,True
SR-1_v011,SR-1,Semantic Redundancy,hard,False,1281.551,0.538,2382.07,True,1214.823,0.165,7362.56,True,1211.547,0.193,6277.45,True,1238.656,0.036,34407.11,True,0.069,0.033,2.09,True
SR-1_v012,SR-1,Semantic Redundancy,easy,False,326.884,0.652,501.36,True,296.229,0.314,943.4,True,304.896,0.217,1405.05,True,311.441,0.308,1011.17,True,0.065,0.062,1.05,False
SR-1_v013,SR-1,Semantic Redundancy,hard,False,1591.632,0.667,2386.25,True,317.103,0.034,9326.56,True,303.583,0.032,9486.97,True,48.362,0.034,1422.41,True,0.032,0.03,1.07,False
SR-1_v014,SR-1,Semantic Redundancy,hard,False,109.999,0.096,1145.82,True,105.18,0.014,7512.86,True,105.13,0.121,868.84,True,111.042,0.118,941.03,True,0.027,0.013,2.08,True
SR-2_v000,SR-2,Semantic Redundancy,easy,False,270.244,7.96,33.95,True,98.38,2.954,33.3,True,94.659,2.94,32.2,True,102.891,0.938,109.69,True,92.325,3.148,29.33,True
SR-2_v001,SR-2,Semantic Redundancy,medium,False,767.689,13.175,58.27,True,727.931,3.337,218.14,True,753.391,3.2,235.43,True,712.572,1.522,468.18,True,753.598,3.133,240.54,True
SR-2_v002,SR-2,Semantic Redundancy,easy,False,584.134,18.137,32.21,True,213.934,6.167,34.69,True,222.432,6.153,36.15,True,200.687,1.825,109.97,True,211.275,6.638,31.83,True
SR-2_v003,SR-2,Semantic Redundancy,medium,False,2077.293,27.877,74.52,True,459.448,6.418,71.59,True,490.556,7.386,66.42,True,386.107,3.584,107.73,True,478.134,6.579,72.68,True
SR-2_v004,SR-2,Semantic Redundancy,medium,False,1676.159,16.256,103.11,True,1547.639,6.085,254.34,True,1575.444,6.025,261.48,True,1065.298,1.956,544.63,True,1592.459,6.576,242.16,True
SR-2_v005,SR-2,Semantic Redundancy,medium,False,1039.846,14.206,73.2,True,238.573,3.26,73.18,True,235.532,3.281,71.79,True,178.346,1.707,104.48,True,268.091,4.473,59.94,True
SR-2_v006,SR-2,Semantic Redundancy,easy,False,263.672,8.4,31.39,True,105.321,3.273,32.18,True,101.024,3.064,32.97,True,111.262,0.979,113.65,True,103.201,3.283,31.43,True
SR-2_v007,SR-2,Semantic Redundancy,medium,False,1680.35,27.941,60.14,True,1473.093,6.845,215.21,True,1500.278,6.595,227.49,True,1526.046,2.958,515.9,True,1544.185,7.194,214.65,True
SR-2_v008,SR-2,Semantic Redundancy,easy,False,396.04,11.794,33.58,True,95.444,4.196,22.75,True,80.867,2.914,27.75,True,92.572,0.782,118.38,True,91.419,3.676,24.87,True
SR-2_v009,SR-2,Semantic Redundancy,medium,False,970.406,11.082,87.57,True,248.974,3.01,82.72,True,215.771,2.936,73.49,True,190.539,0.989,192.66,True,244.372,3.077,79.42,True
SR-2_v010,SR-2,Semantic Redundancy,easy,False,901.703,8.366,107.78,True,795.721,3.084,258.02,True,845.842,3.052,277.14,True,833.607,0.459,1816.14,True,851.397,2.853,298.42,True
SR-2_v011,SR-2,Semantic Redundancy,easy,False,274.252,9.099,30.14,True,103.634,5.033,20.59,True,93.033,2.963,31.4,True,105.701,1.002,105.49,True,105.372,3.224,32.68,True
SR-2_v012,SR-2,Semantic Redundancy,easy,False,569.366,17.292,32.93,True,205.603,6.199,33.17,True,208.999,6.236,33.51,True,217.169,2.21,98.27,True,225.043,6.954,32.36,True
SR-2_v013,SR-2,Semantic Redundancy,medium,False,1688.47,24.25,69.63,True,1548.979,6.606,234.48,True,1522.455,6.5,234.22,True,1472.957,2.844,517.92,True,1488.687,6.518,228.4,True
SR-2_v014,SR-2,Semantic Redundancy,easy,False,1618.267,15.909,101.72,True,1525.55,6.245,244.28,True,1503.286,6.053,248.35,True,1393.615,1.805,772.09,True,1470.865,5.891,249.68,True
SR-2_v015,SR-2,Semantic Redundancy,easy,False,1667.522,25.905,64.37,True,1526.302,6.566,232.46,True,1475.526,6.308,233.91,True,1390.183,2.437,570.45,True,1441.949,6.197,232.69,True
SR-2_v016,SR-2,Semantic Redundancy,easy,False,328.632,12.99,25.3,True,110.835,3.742,29.62,True,119.64,3.209,37.28,True,106.074,1.538,68.97,True,113.676,3.259,34.88,True
SR-2_v017,SR-2,Semantic Redundancy,easy,False,1878.43,26.83,70.01,True,1689.962,6.072,278.32,True,1674.727,6.095,274.77,True,1536.596,1.539,998.44,True,1547.425,6.16,251.21,True
SR-2_v018,SR-2,Semantic Redundancy,medium,False,1031.557,12.895,80.0,True,229.192,3.203,71.56,True,233.19,3.248,71.79,True,169.544,1.408,120.41,True,243.603,3.712,65.63,True
SR-2_v019,SR-2,Semantic Redundancy,easy,False,337.593,8.891,37.97,True,94.629,3.059,30.93,True,84.626,3.009,28.12,True,85.316,0.516,165.34,True,90.242,3.169,28.48,True
